tconst,titleType,primaryTitle,startYear,endYear,genres,averageRating,numVotes,title_x,imdb_url,title_y
tt1401255,movie,WinneToons - Die Legende vom Schatz im Silbersee,2009,,"Adventure,Animation,Drama",5.2,73,['WinneToons - Die Legende vom Schatz im Silbersee'],https://www.imdb.com/title/tt1401255/,WinneToons - Die Legende vom Schatz im Silbersee
tt1401235,movie,Pretty Cure All Stars DX: Everyone Is a Friend - A Miracle All Pretty Cures Together,2009,,"Action,Adventure,Animation",8.3,121,"[""Eiga Purikyua ?ru sutazu DX: Minna tomodachi Kiseki no zen'in daish?g?""]",https://www.imdb.com/title/tt1401235/,Eiga Purikyua ?ru sutazu DX: Minna tomodachi Kiseki no zen'in daish?g?
tt1352371,short,"Hear, Earth, Heart",2009,,"Animation,Short",7.9,9,"['Hear, Earth, Heart']",https://www.imdb.com/title/tt1352371/,"Hear, Earth, Heart"
tt1352669,short,Birth,2009,,"Animation,Comedy,Short",6.9,83,['Birth'],https://www.imdb.com/title/tt1352669/,Birth
tt1352414,tvSeries,Samurai Harem,2009,2009,"Animation,Comedy,Drama",5.8,345,['Asu no yoichi!'],https://www.imdb.com/title/tt1352414/,Asu no yoichi!
tt1352417,tvSeries,Kurokami: The Animation,2009,2009,"Action,Adventure,Animation",6.7,255,['Kurokami: The Animation'],https://www.imdb.com/title/tt1352417/,Kurokami: The Animation
tt4944886,tvSeries,1000 zlych uczynkw,2009,2009,"Animation,Comedy",6.8,54,['1000 zlych uczynkw'],https://www.imdb.com/title/tt4944886/,1000 zlych uczynkw
tt1737590,short,Man-Eater Mountain,2009,,"Animation,Fantasy,Horror",6.5,21,['Haido-keibu no Jikenbo: Hitokui-Yama'],https://www.imdb.com/title/tt1737590/,Haido-keibu no Jikenbo: Hitokui-Yama
tt1352766,short,Primordial,2009,,"Animation,Short",6.3,163,['Primordial'],https://www.imdb.com/title/tt1352766/,Primordial
tt1604939,short,N.A.S.A.: A Volta,2009,,"Animation,Short",6.7,17,['N.A.S.A.: A Volta'],https://www.imdb.com/title/tt1604939/,N.A.S.A.: A Volta
tt1400386,movie,Atom Age Vampire,2009,,Animation,5.8,18,['Atom Age Vampire'],https://www.imdb.com/title/tt1400386/,Atom Age Vampire
tt1352828,short,Field Notes from Dimension X: Oasis,2009,,"Animation,Sci-Fi,Short",6.7,40,['Field Notes from Dimension X: Oasis'],https://www.imdb.com/title/tt1352828/,Field Notes from Dimension X: Oasis
tt1352835,short,The Kinda Sutra,2009,,"Animation,Comedy,Documentary",7.6,31,['The Kinda Sutra'],https://www.imdb.com/title/tt1352835/,The Kinda Sutra
tt1352843,short,The Real Place,2009,,"Animation,Short",6.7,24,['The Real Place'],https://www.imdb.com/title/tt1352843/,The Real Place
tt1399645,short,The Gunslingers,2009,,"Animation,Comedy,Short",7.2,7,['The Gunslingers'],https://www.imdb.com/title/tt1399645/,The Gunslingers
tt3708880,short,The Smaller Room,2009,,"Animation,Short",7.5,48,['Der kleinere raum'],https://www.imdb.com/title/tt3708880/,Der kleinere raum
tt1605728,short,Homeland,2009,,"Animation,Fantasy,Short",7,13,['Homeland'],https://www.imdb.com/title/tt1605728/,Homeland
tt1606239,short,Hyv? meininki,2009,,"Animation,Short",6.8,17,['Hyv? meininki'],https://www.imdb.com/title/tt1606239/,Hyv? meininki
tt10365500,tvSeries,Chii's Sweet Home: Atarashii Ouchi,2009,2009,Animation,6.7,11,"[""Chii's Sweet Home: Atarashii Ouchi""]",https://www.imdb.com/title/tt10365500/,Chii's Sweet Home: Atarashii Ouchi
tt3708088,short,The Drawer and the Crow,2009,,"Animation,Short",7,5,['Le tiroir et le corbeau'],https://www.imdb.com/title/tt3708088/,Le tiroir et le corbeau
tt3707948,short,Communicate,2009,,"Animation,Short",6,8,['Communicate'],https://www.imdb.com/title/tt3707948/,Communicate
tt1399587,short,PuppyDragon Land: Pets,2009,,"Animation,Comedy,Short",7.2,16,['PuppyDragon Land: Pets'],https://www.imdb.com/title/tt1399587/,PuppyDragon Land: Pets
tt3707982,short,Jam,2009,,"Animation,Short",6.1,10,['Jam'],https://www.imdb.com/title/tt3707982/,Jam
tt1399255,short,Chloe & Prabhat,2009,,"Animation,Short",7.9,9,['Chloe & Prabhat'],https://www.imdb.com/title/tt1399255/,Chloe & Prabhat
tt1608256,short,Train of Thought,2009,,"Animation,Fantasy,Romance",6.6,29,['Train of Thought'],https://www.imdb.com/title/tt1608256/,Train of Thought
tt1398940,video,Barbie Presents: Thumbelina,2009,,"Animation,Family",5.7,3004,['Barbie Presents: Thumbelina'],https://www.imdb.com/title/tt1398940/,Barbie Presents: Thumbelina
tt1398941,video,Superman/Batman: Public Enemies,2009,,"Action,Animation,Drama",7.1,26891,['Superman/Batman: Public Enemies'],https://www.imdb.com/title/tt1398941/,Superman/Batman: Public Enemies
tt1734125,short,The Ear,2009,,"Animation,Short",6.5,19,['The Ear'],https://www.imdb.com/title/tt1734125/,The Ear
tt1609144,short,Le Tuff Talk,2009,,"Animation,Comedy,Short",8.7,25,['Le Tuff Talk'],https://www.imdb.com/title/tt1609144/,Le Tuff Talk
tt16118326,tvSeries,Kaidan Restaurant,2009,2010,"Animation,Fantasy,Horror",7.6,25,['Kaidan Resutoran'],https://www.imdb.com/title/tt16118326/,Kaidan Resutoran
tt1354031,short,Mei Ling,2009,,"Animation,Short",6.1,70,['Mei Ling'],https://www.imdb.com/title/tt1354031/,Mei Ling
tt1397147,movie,Baton,2009,,"Action,Animation",5.7,161,['Baton'],https://www.imdb.com/title/tt1397147/,Baton
tt1397219,tvMovie,Lupin III vs. Detective Conan,2009,,"Animation,Comedy,Crime",6.7,1193,['Rupan Sansei vs Meitantei Conan'],https://www.imdb.com/title/tt1397219/,Rupan Sansei vs Meitantei Conan
tt1397067,video,Lena Platonos: Moving House,2009,,"Animation,Short",8.1,13,['Lena Platonos: Moving House'],https://www.imdb.com/title/tt1397067/,Lena Platonos: Moving House
tt1612801,video,HomestarRunner - SBEmails' 50 Greatest Hits,2009,,"Animation,Comedy",9.5,13,"[""HomestarRunner - SBEmails' 50 Greatest Hits""]",https://www.imdb.com/title/tt1612801/,HomestarRunner - SBEmails' 50 Greatest Hits
tt4981392,short,Perfeito,2009,,"Animation,Short",6.4,27,['Perfeito'],https://www.imdb.com/title/tt4981392/,Perfeito
tt1613786,short,The Moor,2009,,"Animation,Short",7.1,13,"[""O'moro""]",https://www.imdb.com/title/tt1613786/,O'moro
tt1239462,movie,The True Story of Puss'N Boots,2009,,"Adventure,Animation,Comedy",3.1,1231,['La vritable histoire du Chat Bott'],https://www.imdb.com/title/tt1239462/,La vritable histoire du Chat Bott
tt1731722,tvSeries,CJ the DJ,2009,2010,"Animation,Comedy,Family",6.8,70,['CJ the DJ'],https://www.imdb.com/title/tt1731722/,CJ the DJ
tt1395796,short,Os Teus ltimos Dias Como Crian?a,2009,,"Animation,Drama,Music",5.7,42,['Os Teus ltimos Dias Como Crian?a'],https://www.imdb.com/title/tt1395796/,Os Teus ltimos Dias Como Crian?a
tt1730700,short,Khroniki volchiego perioda: Glubokaya konservatsiya,2009,,"Adventure,Animation,Comedy",5.1,9,['Khroniki volchiego perioda: Glubokaya konservatsiya'],https://www.imdb.com/title/tt1730700/,Khroniki volchiego perioda: Glubokaya konservatsiya
tt12205744,short,J,2009,,"Animation,Short",8.6,5,['J'],https://www.imdb.com/title/tt12205744/,J
tt1355203,short,The Island,2009,,"Animation,Short",5.2,158,['The Island'],https://www.imdb.com/title/tt1355203/,The Island
tt1616989,short,Abuela Grillo,2009,,"Animation,Drama,Short",7.4,169,['Abuela Grillo'],https://www.imdb.com/title/tt1616989/,Abuela Grillo
tt1395050,movie,Friends Forever,2009,,"Animation,Family",5.6,236,['Mullewapp'],https://www.imdb.com/title/tt1395050/,Mullewapp
tt1395059,movie,Room and a Half,2009,,"Animation,Biography,Drama",7.2,588,['Poltory komnaty ili Sentimentalnoe puteshestvie na Rodinu'],https://www.imdb.com/title/tt1395059/,Poltory komnaty ili Sentimentalnoe puteshestvie na Rodinu
tt1355237,tvSeries,Glenn Martin DDS,2009,2011,"Animation,Comedy",4.5,1262,['Glenn Martin DDS'],https://www.imdb.com/title/tt1355237/,Glenn Martin DDS
tt1729501,short,A Family Portrait,2009,,"Animation,Comedy,Drama",6.6,168,['A Family Portrait'],https://www.imdb.com/title/tt1729501/,A Family Portrait
tt1395032,short,Cocoon Child,2009,,"Animation,Short",7.6,11,['Cocoon Child'],https://www.imdb.com/title/tt1395032/,Cocoon Child
tt1355547,video,Barney: Once Upon a Dino-Tale,2009,,Animation,6.2,20,['Barney: Once Upon a Dino-Tale'],https://www.imdb.com/title/tt1355547/,Barney: Once Upon a Dino-Tale
tt1355617,short,You're Outa Here,2009,,"Animation,Short",7.6,6,"[""You're Outa Here""]",https://www.imdb.com/title/tt1355617/,You're Outa Here
tt1394286,tvSeries,Chrome Shelled Regios,2009,2009,"Action,Adventure,Animation",6.9,613,['K?kaku no regiosu'],https://www.imdb.com/title/tt1394286/,K?kaku no regiosu
tt1355642,tvSeries,Fullmetal Alchemist: Brotherhood,2009,2010,"Action,Adventure,Animation",9.1,232668,['Hagane no renkinjutsushi'],https://www.imdb.com/title/tt1355642/,Hagane no renkinjutsushi
tt1394259,video,Street Fighter IV: The Ties That Bind,2009,,"Action,Animation,Fantasy",5.3,774,['Sutor?to faita IV - Aratanaru kizuna'],https://www.imdb.com/title/tt1394259/,Sutor?to faita IV - Aratanaru kizuna
tt1619594,short,A Rose for a Rose,2009,,"Animation,Romance,Short",8.5,23,['A Rose for a Rose'],https://www.imdb.com/title/tt1619594/,A Rose for a Rose
tt1394231,short,Mama,2009,,"Animation,Short",6.8,55,['Mama'],https://www.imdb.com/title/tt1394231/,Mama
tt1728103,short,Angel and Demon,2009,,"Animation,Short",7,30,['Ange et dmon'],https://www.imdb.com/title/tt1728103/,Ange et dmon
tt1356395,tvMovie,The Dog Who Saved Christmas,2009,,"Adventure,Animation,Comedy",4.1,1104,['The Dog Who Saved Christmas'],https://www.imdb.com/title/tt1356395/,The Dog Who Saved Christmas
tt1623185,short,Xing,2009,,"Animation,Short",7.3,9,['Xing'],https://www.imdb.com/title/tt1623185/,Xing
tt1623187,tvSeries,Leon,2009,,"Animation,Family,Short",7.5,72,['Leon'],https://www.imdb.com/title/tt1623187/,Leon
tt1621937,short,Sexy Noir,2009,,"Action,Animation,Crime",4.6,5,['Sexy Noir'],https://www.imdb.com/title/tt1621937/,Sexy Noir
tt1356548,video,VeggieTales: Abe and the Amazing Promise,2009,,"Animation,Comedy,Family",6.4,185,['VeggieTales: Abe and the Amazing Promise'],https://www.imdb.com/title/tt1356548/,VeggieTales: Abe and the Amazing Promise
tt1623151,video,Teclpolis,2009,,"Adventure,Animation,Drama",7.3,84,['Teclpolis'],https://www.imdb.com/title/tt1623151/,Teclpolis
tt1392164,video,Hayate the Combat Butler OVA,2009,,"Animation,Comedy,Short",6.7,57,['Hayate no gotoku!!: Atsu ga natsuize Mizugi hen!'],https://www.imdb.com/title/tt1392164/,Hayate no gotoku!!: Atsu ga natsuize Mizugi hen!
tt1356933,movie,Soukou Kihei Votoms: Pailsen Files Movie,2009,,"Action,Animation,Drama",5.7,42,['S?k? kihei Botomusu: Pruzen fairuzu Gekij? ban'],https://www.imdb.com/title/tt1356933/,S?k? kihei Botomusu: Pruzen fairuzu Gekij? ban
tt1356878,tvSeries,Hetalia: Axis Powers,2009,2016,"Animation,Comedy",7.1,1520,['Hetalia: Axis Powers'],https://www.imdb.com/title/tt1356878/,Hetalia: Axis Powers
tt1391882,short,Delroy Kincaid,2009,,"Animation,Drama,Fantasy",7.8,32,['Where Do White People Go When the Long Weekend Comes? The Wondrous Journey of Delroy Kincaid'],https://www.imdb.com/title/tt1391882/,Where Do White People Go When the Long Weekend Comes? The Wondrous Journey of Delroy Kincaid
tt1356884,tvSeries,White Album,2009,2009,"Animation,Drama,Romance",5.5,176,['White Album'],https://www.imdb.com/title/tt1356884/,White Album
tt1356885,tvSeries,Once Upon a Time... Planet Earth,2009,2009,Animation,6.8,168,['Il tait une fois... notre Terre'],https://www.imdb.com/title/tt1356885/,Il tait une fois... notre Terre
tt1625865,short,Horn Dog,2009,,"Animation,Short",6.6,173,['Horn Dog'],https://www.imdb.com/title/tt1625865/,Horn Dog
tt1356888,tvSeries,Sora o miageru sh?jo no hitomi ni utsuru sekai,2009,2009,"Action,Animation,Fantasy",5.9,38,['Sora o miageru sh?jo no hitomi ni utsuru sekai'],https://www.imdb.com/title/tt1356888/,Sora o miageru sh?jo no hitomi ni utsuru sekai
tt3667094,video,Bionicle: The Legend Reborn: Metus' Revenge,2009,,"Action,Animation,Sci-Fi",5,31,"[""Metus' Revenge""]",https://www.imdb.com/title/tt3667094/,Metus' Revenge
tt1356989,short,The Adventures of Ledo and Ix,2009,,"Animation,Fantasy,Short",8.4,17,['The Adventures of Ledo and Ix'],https://www.imdb.com/title/tt1356989/,The Adventures of Ledo and Ix
tt1391735,tvSeries,Supa Pirate Booty Hunt,2009,,"Animation,Comedy,Short",8.2,9,['Supa Pirate Booty Hunt'],https://www.imdb.com/title/tt1391735/,Supa Pirate Booty Hunt
tt1391670,short,Daniel's Journey,2009,,"Animation,Short",7,12,"[""Daniel's Journey""]",https://www.imdb.com/title/tt1391670/,Daniel's Journey
tt5037492,tvSeries,Chumballs,2009,,Animation,7.6,25,['Chumballs'],https://www.imdb.com/title/tt5037492/,Chumballs
tt5037338,tvSeries,Mouss & Boubidi,2009,,Animation,4.6,15,['Mouss & Boubidi'],https://www.imdb.com/title/tt5037338/,Mouss & Boubidi
tt1627887,short,Carara,2009,,"Animation,Short",8.7,12,['Carara'],https://www.imdb.com/title/tt1627887/,Carara
tt1629042,tvSeries,Little Krishna,2009,2009,"Adventure,Animation,Drama",8.3,843,['Little Krishna'],https://www.imdb.com/title/tt1629042/,Little Krishna
tt1391058,short,Esterhazy,2009,,"Animation,Short",6.6,102,['Esterhazy'],https://www.imdb.com/title/tt1391058/,Esterhazy
tt1723025,movie,La carta del Raj,2009,,Animation,6.5,10,['La carta del Raj'],https://www.imdb.com/title/tt1723025/,La carta del Raj
tt1722541,short,Fallen,2009,,"Animation,Short",8.4,8,['Fallen'],https://www.imdb.com/title/tt1722541/,Fallen
tt1631948,tvSeries,Have a Laugh: Blam!,2009,,"Animation,Family",3.9,111,['Have a Laugh: Blam!'],https://www.imdb.com/title/tt1631948/,Have a Laugh: Blam!
tt1389762,video,Garfield's Pet Force,2009,,"Action,Adventure,Animation",4.1,1316,"[""Garfield's Pet Force""]",https://www.imdb.com/title/tt1389762/,Garfield's Pet Force
tt1389748,movie,Sgt. Frog the Super Movie 4: Gekishin Dragon,2009,,"Animation,Comedy,Drama",5.9,75,['Ch? gekij?-ban Keroro guns?: Gekishin doragon woriazu de arimasu!'],https://www.imdb.com/title/tt1389748/,Ch? gekij?-ban Keroro guns?: Gekishin doragon woriazu de arimasu!
tt13897308,short,Trapo,2009,,"Animation,Drama,Short",8.6,8,['Trapo'],https://www.imdb.com/title/tt13897308/,Trapo
tt3648112,tvSeries,Doki,2009,2019,"Adventure,Animation,Family",7.3,272,['Doki'],https://www.imdb.com/title/tt3648112/,Doki
tt3649310,short,$00pah NiN10Doh!,2009,,"Animation,Comedy,Short",7.3,45,['$00pah NiN10Doh!'],https://www.imdb.com/title/tt3649310/,$00pah NiN10Doh!
tt3645638,short,Kurzschluss,2009,,"Animation,Short",7.8,5,['Kurzschluss'],https://www.imdb.com/title/tt3645638/,Kurzschluss
tt1388589,tvSeries,The Super Hero Squad Show,2009,2011,"Action,Adventure,Animation",6.1,2256,['The Super Hero Squad Show'],https://www.imdb.com/title/tt1388589/,The Super Hero Squad Show
tt1633977,short,Dark Island,2009,,"Animation,Drama,Short",4.9,23,['Den m?rka ?n'],https://www.imdb.com/title/tt1633977/,Den m?rka ?n
tt1720941,short,Hazed,2009,,"Animation,Short",5.8,14,['Hazed'],https://www.imdb.com/title/tt1720941/,Hazed
tt3645588,short,Der Da Vinci Timecode,2009,,"Animation,Short",4.6,11,['Der Da Vinci Timecode'],https://www.imdb.com/title/tt3645588/,Der Da Vinci Timecode
tt1388333,movie,Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku,2009,,"Animation,Comedy",5.8,283,['Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku'],https://www.imdb.com/title/tt1388333/,Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku
tt36397887,video,Scooby-Doo! Meets the Harlem Globetrotters,2009,,Animation,7.5,7,['Scooby-Doo! Meets the Harlem Globetrotters'],https://www.imdb.com/title/tt36397887/,Scooby-Doo! Meets the Harlem Globetrotters
tt16385180,tvMiniSeries,Cobra the Animation: Time Drive,2009,2009,"Action,Adventure,Animation",6.2,28,['Cobra the Animation: Time Drive'],https://www.imdb.com/title/tt16385180/,Cobra the Animation: Time Drive
tt3630700,tvSeries,Teen Days,2009,,"Animation,Musical",7.9,37,['Teen Days'],https://www.imdb.com/title/tt3630700/,Teen Days
tt1638062,tvSeries,dirtgirlworld,2009,2010,"Animation,Family",3.3,193,['Dirtgirlworld'],https://www.imdb.com/title/tt1638062/,Dirtgirlworld
tt1637988,short,Lobster Club,2009,,"Animation,Comedy,Fantasy",6.5,6,['Lobster Club'],https://www.imdb.com/title/tt1637988/,Lobster Club
tt1387404,short,Man vs Couch,2009,,"Animation,Short",6.3,26,['Man vs Couch'],https://www.imdb.com/title/tt1387404/,Man vs Couch
tt1387904,tvSeries,Jimmy Two-Shoes,2009,2011,"Adventure,Animation,Comedy",6.1,748,['Jimmy Two-Shoes'],https://www.imdb.com/title/tt1387904/,Jimmy Two-Shoes
tt1387500,short,Breakfast in Space,2009,,"Animation,Short",5.3,6,['Breakfast in Space'],https://www.imdb.com/title/tt1387500/,Breakfast in Space
tt1387391,short,Leonardo,2009,,"Animation,Short",8,47,['Leonardo'],https://www.imdb.com/title/tt1387391/,Leonardo
tt1387354,short,Enter the Sandbox,2009,,"Animation,Comedy,Short",7.6,12,['Enter the Sandbox'],https://www.imdb.com/title/tt1387354/,Enter the Sandbox
tt12240242,video,My Little Pony: Rainbow Dash's Special Day,2009,,"Adventure,Animation,Family",3.4,10,"[""My Little Pony: Rainbow Dash's Special Day""]",https://www.imdb.com/title/tt12240242/,My Little Pony: Rainbow Dash's Special Day
tt1639835,short,Memoirs of a Scanner,2009,,"Animation,Comedy,Short",6.6,11,['Memoirs of a Scanner'],https://www.imdb.com/title/tt1639835/,Memoirs of a Scanner
tt1067106,movie,A Christmas Carol,2009,,"Adventure,Animation,Comedy",6.8,137172,['A Christmas Carol'],https://www.imdb.com/title/tt1067106/,A Christmas Carol
tt1358982,short,Keys,2009,,"Animation,Musical,Romance",8.2,5,['Keys'],https://www.imdb.com/title/tt1358982/,Keys
tt13593548,movie,Asilah,2009,,Animation,7.6,17,['Asilah'],https://www.imdb.com/title/tt13593548/,Asilah
tt3624612,tvSeries,Usaru-san,2009,,Animation,4.3,9,['Usaru-san'],https://www.imdb.com/title/tt3624612/,Usaru-san
tt12240482,tvMiniSeries,My Little Pony: G3.5 Webisodes,2009,2009,"Adventure,Animation,Family",4.2,7,['My Little Pony: G3.5 Webisodes'],https://www.imdb.com/title/tt12240482/,My Little Pony: G3.5 Webisodes
tt1640649,video,Get Out,2009,,"Action,Adventure,Animation",6.9,11,['Get Out'],https://www.imdb.com/title/tt1640649/,Get Out
tt1386580,tvSeries,Nyor?n Churuya san,2009,2009,"Animation,Comedy",5.6,166,['Nyor?n Churuya san'],https://www.imdb.com/title/tt1386580/,Nyor?n Churuya san
tt1386581,tvSeries,Suzumiya Haruhi chan no y?utsu,2009,2009,"Animation,Comedy",6.5,485,['Suzumiya Haruhi chan no y?utsu'],https://www.imdb.com/title/tt1386581/,Suzumiya Haruhi chan no y?utsu
tt1642495,tvSeries,Jewelpet,2009,2010,"Animation,Fantasy",7.8,77,['Juerupetto'],https://www.imdb.com/title/tt1642495/,Juerupetto
tt1642225,short,Het verhaal van Anna,2009,,"Animation,Documentary,Short",5.6,7,['Het verhaal van Anna'],https://www.imdb.com/title/tt1642225/,Het verhaal van Anna
tt3611124,tvMovie,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,2009,,"Action,Adventure,Animation",7.4,259,['Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem'],https://www.imdb.com/title/tt3611124/,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem
tt1715368,tvSeries,The Annoying Orange,2009,,"Animation,Comedy,Family",3.1,2423,['The Annoying Orange'],https://www.imdb.com/title/tt1715368/,The Annoying Orange
tt5333980,short,Digimon Adventure 3D: Digimon Grand Prix!,2009,,"Animation,Short",5.5,80,['Dejimon Adobencha 3D: Dejimon Guran Puri!'],https://www.imdb.com/title/tt5333980/,Dejimon Adobencha 3D: Dejimon Guran Puri!
tt1360434,tvSeries,Little Howard's Big Question,2009,,"Animation,Family",8.4,52,"[""Little Howard's Big Question""]",https://www.imdb.com/title/tt1360434/,Little Howard's Big Question
tt1384590,video,Green Lantern: First Flight,2009,,"Action,Adventure,Animation",7,18510,['Green Lantern: First Flight'],https://www.imdb.com/title/tt1384590/,Green Lantern: First Flight
tt1714932,tvSeries,Beached Az,2009,2010,"Animation,Comedy",7.7,49,['Beached Az'],https://www.imdb.com/title/tt1714932/,Beached Az
tt5105934,tvSeries,Lou!,2009,2010,"Animation,Comedy,Drama",8.1,59,['Lou!'],https://www.imdb.com/title/tt5105934/,Lou!
tt1235837,movie,Happily N'ever After 2: Snow White: Another Bite at the Apple,2009,,"Adventure,Animation,Comedy",3.6,2187,"[""Happily N'Ever After 2""]",https://www.imdb.com/title/tt1235837/,Happily N'Ever After 2
tt1384353,short,Guri Gursjen & Gursjan Gru,2009,,"Animation,Short",6.3,9,['Guri Gursjen & Gursjan Gru'],https://www.imdb.com/title/tt1384353/,Guri Gursjen & Gursjan Gru
tt1647469,tvSeries,Hareport,2009,2009,Animation,8.3,22,['Hazentem internationaal'],https://www.imdb.com/title/tt1647469/,Hazentem internationaal
tt5328606,short,Digimon Savers 3D: The Digital World in Imminent Danger!,2009,,"Animation,Short",5.8,31,['Dejimon Seibazu 3D Dejitaru Warudo Kiki Ippatsu!'],https://www.imdb.com/title/tt5328606/,Dejimon Seibazu 3D Dejitaru Warudo Kiki Ippatsu!
tt1235830,movie,Chico & Rita,2009,,"Animation,Crime,Drama",7.2,9958,['Chico & Rita'],https://www.imdb.com/title/tt1235830/,Chico & Rita
tt1647446,movie,Pet Pals: Marco Polo's Code,2009,,"Adventure,Animation,Family",4.6,141,['Cuccioli: Il codice di Marco Polo'],https://www.imdb.com/title/tt1647446/,Cuccioli: Il codice di Marco Polo
tt1235827,movie,Boogie,2009,,"Action,Animation,Crime",6.3,1663,"['Boogie, el aceitoso']",https://www.imdb.com/title/tt1235827/,"Boogie, el aceitoso"
tt1648143,video,Elmo and the Bookaneers,2009,,"Animation,Family,Fantasy",6.6,20,['Elmo and the Bookaneers'],https://www.imdb.com/title/tt1648143/,Elmo and the Bookaneers
tt10390904,tvSeries,Martha Speaks,2009,,Animation,7.1,9,['Martha Speaks'],https://www.imdb.com/title/tt10390904/,Martha Speaks
tt1043852,movie,Round Da Way,2009,,"Animation,Comedy",6.9,1793,['Lascars'],https://www.imdb.com/title/tt1043852/,Lascars
tt5321084,tvSeries,Gladiators,2009,,Animation,8.2,31,['Gladiators'],https://www.imdb.com/title/tt5321084/,Gladiators
tt1361469,tvSeries,Waybuloo,2009,2013,"Animation,Comedy,Family",5.7,135,['Waybuloo'],https://www.imdb.com/title/tt1361469/,Waybuloo
tt1382368,short,Trigger Happy,2009,,"Animation,Short",5.3,16,['Trigger Happy'],https://www.imdb.com/title/tt1382368/,Trigger Happy
tt1712523,short,Formic,2009,,"Animation,Short",6.3,36,['Formic'],https://www.imdb.com/title/tt1712523/,Formic
tt1382448,short,For a Fistful of Snow,2009,,"Animation,Short",8.6,8,['For a Fistful of Snow'],https://www.imdb.com/title/tt1382448/,For a Fistful of Snow
tt1382253,short,The Hollywood Adventures of Freedom the Polar Bear,2009,,"Animation,Comedy,Family",8.8,17,['The Hollywood Adventures of Freedom the Polar Bear'],https://www.imdb.com/title/tt1382253/,The Hollywood Adventures of Freedom the Polar Bear
tt1651914,short,Muzorama,2009,,"Animation,Fantasy,Short",5.6,67,['Muzorama'],https://www.imdb.com/title/tt1651914/,Muzorama
tt1651919,short,No Place Like Home,2009,,"Animation,Music,Short",6.2,33,['No Place Like Home'],https://www.imdb.com/title/tt1651919/,No Place Like Home
tt1651922,short,Oedipe,2009,,"Adventure,Animation,Fantasy",5.7,12,['Oedipe'],https://www.imdb.com/title/tt1651922/,Oedipe
tt5313896,videoGame,The Princess and the Frog,2009,,"Adventure,Animation,Comedy",6.2,76,['The Princess and the Frog'],https://www.imdb.com/title/tt5313896/,The Princess and the Frog
tt1381694,movie,Voyagers: The First Hawaiians,2009,,"Animation,Documentary,History",8.2,8,['Voyagers: The First Hawaiians'],https://www.imdb.com/title/tt1381694/,Voyagers: The First Hawaiians
tt1381550,short,Dahlia,2009,,"Animation,Short",7.6,18,['Dahlia'],https://www.imdb.com/title/tt1381550/,Dahlia
tt1710945,short,Be Mine,2009,,"Animation,Comedy,Family",5.8,13,['Be Mine'],https://www.imdb.com/title/tt1710945/,Be Mine
tt11576584,short,Sword of the Stranger Pilot,2009,,"Action,Adventure,Animation",6.6,15,['Sutorendjia - muko hadan'],https://www.imdb.com/title/tt11576584/,Sutorendjia - muko hadan
tt1362158,short,Alice's Attic,2009,,"Animation,Short",7.6,15,"[""Alice's Attic""]",https://www.imdb.com/title/tt1362158/,Alice's Attic
tt1381293,short,Transparent Movement,2009,,"Animation,Short",4.8,9,['Transparent Movement'],https://www.imdb.com/title/tt1381293/,Transparent Movement
tt1381286,movie,Pettson & Findus IV: Forget-Abilities,2009,,"Animation,Family",6,280,['Pettson & Findus - Gl?mligheter'],https://www.imdb.com/title/tt1381286/,Pettson & Findus - Gl?mligheter
tt1658838,short,Tobacco Man,2009,,"Action,Adventure,Animation",7.9,11,['Tobacco Man'],https://www.imdb.com/title/tt1658838/,Tobacco Man
tt1362350,short,The Anchorite,2009,,"Animation,Short",8.4,5,['The Anchorite'],https://www.imdb.com/title/tt1362350/,The Anchorite
tt1362353,short,Articles of War,2009,,"Animation,Short,War",7.4,18,['Articles of War'],https://www.imdb.com/title/tt1362353/,Articles of War
tt1380078,movie,Alice's Birthday,2009,,"Animation,Family,Sci-Fi",5.6,256,['Den rozhdeniya Alisy'],https://www.imdb.com/title/tt1380078/,Den rozhdeniya Alisy
tt1660612,short,Chick,2009,,"Animation,Short",7,97,['Laska'],https://www.imdb.com/title/tt1660612/,Laska
tt1660631,short,Mmoire fossile,2009,,"Animation,Short",5.7,21,['Mmoire fossile'],https://www.imdb.com/title/tt1660631/,Mmoire fossile
tt1661051,short,Ja,2009,,"Animation,Short",6.3,23,['Ja'],https://www.imdb.com/title/tt1661051/,Ja
tt1662533,short,Lmite bipolar,2009,,"Animation,Crime,Mystery",9.2,6,['Lmite bipolar'],https://www.imdb.com/title/tt1662533/,Lmite bipolar
tt1039651,movie,Yona Yona Penguin,2009,,"Adventure,Animation,Comedy",5.2,212,['Yonayona pengin'],https://www.imdb.com/title/tt1039651/,Yonayona pengin
tt1379259,video,Skeeter and the Mystery of the Lost Mosquito Treasure,2009,,"Animation,Short",4.8,7,['Skeeter and the Mystery of the Lost Mosquito Treasure'],https://www.imdb.com/title/tt1379259/,Skeeter and the Mystery of the Lost Mosquito Treasure
